status,updated,numRaters,averageRate,author,binding,pages,publisher,title,url,author_info,summary,price,isbn13,isbn10
read,2008-01-14T13:40:23Z,138576,9.6,[清] 曹雪芹 著; 高鹗 续,平装,1606,人民文学出版社,红楼梦,https://book.douban.com/subject/1007305/,"曹雪芹,（？-1763，一作1764）清小说家。名霑，字梦阮，号雪芹、芹圃、芹溪。为满洲正白旗“包衣”人。自曾祖起，三代任江宁织造，其祖曹寅尤为康熙帝所信用。雍正初年，在统计阶级内部政治斗争牵连下，雪芹家受到重大打击，其父免职，产业被抄，遂随家迁居北京。他早年经历了一段封建大官僚地主家庭的繁华生活，后因家道衰落，趋于艰困。晚期居北京西郊，贫病而卒，年未及五十。性情高傲，嗜酒健谈。具有深厚的文化修养和卓越的艺术才能。他生活在我国已有资本主义生产萌芽的封建末世，在其后期又有机会接触到下层人民，因而对当时社会阶级斗争和思想斗争有较具体的感受，看到了统治阶级的腐朽凶残和内部的分崩离析。曾以十年时间，从事《石头记》（即《红楼梦》）的创作。书中通过一个贵族官僚大家庭的盛衰历史的描写，塑造了许多典型人物形象，对当时社会的黑暗腐败，进行了深刻的解剖和批判，并热情地歌颂了具有异端思想的男女青年，成为我国古典小说中伟大的现实主义作品。但其中也反映了作者为封建制度“补天”的幻想和找不到出路的悲观情绪。据称先后曾增删五次，但未成全书而卒；今流行本一百二十回，后四十回一般认为是高鹗所续。也能诗，又善画石，但作品流传绝少。","《红楼梦》是一部百科全书式的长篇小说。以宝黛爱情悲剧为主线，以四大家族的荣辱兴衰为背景，描绘出18世纪中国封建社会的方方面面，以及封建专制下新兴资本主义民主思想的萌动。结构宏大、情节委婉、细节精致，人物形象栩栩如生，声口毕现，堪称中国古代小说中的经 典。
由红楼梦研究所校注、人民文学出版社出版的《红楼梦》以庚辰（1760）本《脂砚斋重评石头记》为底本，以甲戌（1754）本、已卯（1759）本、蒙古王府本、戚蓼生序本、舒元炜序本、郑振铎藏本、红楼梦稿本、列宁格勒藏本（俄藏本）、程甲本、程乙本等众多版本为参校本，是一个博采众长、非常适合大众阅读的本子；同时，对底本的重要修改，皆出校记，读者可因以了解《红楼梦》的不同版本状况。
红学所的校注本已印行二十五年，其间1994年曾做过一次修订，又十几年过去，2008年推出修订第三版，体现了新的校注成果和科研成果。
关于《红楼梦》的作者，原本就有多种说法及推想，“前八十回曹雪芹著、后四十回高鹗续”的说法只是其中之一，这次修订中校注者改为“前八十回曹雪芹著；后四十回无名氏续，程伟元、高鹗整理”，应当是一种更科学的表述，体现了校注者对这一问题的新的认识。
现在这个修订后的《红楼梦》是更加完善。",59.70元,9787020002207,702000220X
read,2008-01-14T13:40:13Z,208978,8.9,钱锺书,平装,359,人民文学出版社,围城,https://book.douban.com/subject/1008145/,钱钟书(1910－1998)，字哲良，默存，号槐聚，中国江苏无锡人，中国近代著名作家、 文学研究家。毕业于清华大学外文系，获文学学士，赴上海，到光华大学任教。后考取第三届(1935年)庚子赔款公费留学资格，名列榜首，留学英国牛津大学 埃克塞特学院。大学毕业后任教于多所高校。新中国成立后被评为一级教授。晚年就职于中国社会科学院，任副院长。其夫人杨绛也是著名作家，育有一女钱媛(1937年-1997年)。曾为《毛泽东选集》英文版翻译小组成员。1998年逝世，享年88岁。,《围城》是钱钟书所著的长篇小说。第一版于1947年由上海晨光出版公司出版。1949年之后，由于政治等方面的原因，本书长期无法在中国大陆和台湾重印，仅在香港出现过盗印本。1980年由作者重新修订之后，在中国大陆地区由人民文学出版社刊印。此后作者又曾小幅修改过几次。《围城》 自从出版以来，就受到许多人的推崇。由于1949年后长期无法重印，这本书逐渐淡出人们的视野。1960年代，旅美汉学家夏志清在《中国现代小说史》(A History of Modern Chinese Fiction)中对本书作出很高的评价，这才重新引起人们对它的关注。人们对它的评价一般集中在两方面，幽默的语言和对生活深刻的观察。从1990年代开始，也有人提出对本书的不同看法，认为这是一部被“拔高”的小说，并不是一部出色的作品。很多人认为这是一部幽默作品。除了各具特色的人物语言之外，作者夹叙其间的文字也显着机智与幽默。这是本书的一大特色。也有人认为这是作者卖弄文字，语言显得尖酸刻薄。但这一说法并不为大多数人接受。,19.00,9787020024759,7020024750
read,2008-01-14T13:40:05Z,160419,9.1,余华,平装,195,南海出版公司,活着,https://book.douban.com/subject/1082154/,余华，浙江海盐人，1960年出生于浙江杭州，后来随父母迁居海盐县。中学毕业后，因父母是医生，余华曾当过牙医，五年后弃医从文，进入县文化馆和嘉兴文联，从此开始文学创作生涯。曾在北京鲁迅文学院与北师大中文系合办的研究生班深造，1984年开始发表小说。余华是中国先锋派小说的代表人物，与叶兆言、苏童等人齐名。作品有短篇小说集《十八岁出门远行》、《世事如烟》，长篇小说《在细雨中呼喊》、《战栗》及《兄弟》。,"地主少爷福贵嗜赌成性，终于赌光了家业一贫如洗，穷困之中的福贵因为母亲生病前去求医，没想到半路上被国民党部队抓了壮丁，后被解放军所俘虏，回到家乡他才知道母亲已经去世，妻子家珍含辛茹苦带大了一双儿女，但女儿不幸变成了聋哑人，儿子机灵活泼……
然而，真正的悲剧从此才开始渐次上演，每读一页，都让我们止不住泪湿双眼，因为生命里难得的温情将被一次次死亡撕扯得粉碎，只剩得老了的福贵伴随着一头老牛在阳光下回忆。",12.00元,9787544210966,7544210960
read,2008-01-14T13:39:54Z,202440,8.0,[日] 村上春树,平装,350,上海译文出版社,挪威的森林,https://book.douban.com/subject/1046265/,村上春树（1949- ），日本小说家。曾在早稻田大学文学部戏剧科就读。1979年，他的第一部小说《听风之歌》问世后，即被搬上了银幕。随后，他的优秀作品《1973年的弹子球》、《寻羊冒险记》、《挪威的森林》等相继发表。他的创作不受传统拘束，构思新奇，行文潇洒自在，而又不流于庸俗浅薄。尤其是在刻画人的孤独无奈方面更有特色，他没有把这种情绪写成负的东西，而是通过内心的心智性操作使之升华为一种优雅的格调，一种乐在其中的境界，以此来为读者，尤其是生活在城市里的人们提供了一种生活模式或生命的体验。,这是一部动人心弦的、平缓舒雅的、略带感伤的恋爱小说。小说主人公渡边以第一人称展开他同两个女孩间的爱情纠葛。渡边的第一个恋人直子原是他高中要好同学木月的女友，后来木月自杀了。一年后渡边同直子不期而遇并开始交往。此时的直子已变得娴静腼腆，美丽晶莹的眸子里不时掠过一丝难以捕捉的阴翳。两人只是日复一日地在落叶飘零的东京街头漫无目标地或前或后或并肩行走不止。直子20岁生日的晚上两人发生了性关系，不料第二天直子便不知去向。几个月后直子来信说她住进一家远在深山里的精神疗养院。渡边前去探望时发现直子开始带有成熟女性的丰腴与娇美。晚间两人虽同处一室，但渡边约束了自己，分手前表示永远等待直子。返校不久，由于一次偶然相遇，渡边开始与低年级的绿子交往。绿子同内向的直子截然相反，“简直就像迎着春天的晨光蹦跳到世界上来的一头小鹿”。这期间，渡边内心十分苦闷彷徨。一方面念念不忘直子缠绵的病情与柔情，一方面又难以抗拒绿子大胆的表白和迷人的活力。不久传来直子自杀的噩耗，渡边失魂魄地四处徒步旅行。最后，在直子同房病友玲子的鼓励下，开始摸索此后的人生。,18.80元,9787532725694,7532725693
read,2008-01-12T21:08:12Z,682,8.6,Jack London,Paperback,139,Aladdin,The Call of the Wild,https://book.douban.com/subject/1375619/,"Jack London (12 January 1876 – 22 November 1916)was an American author who wrote The Call of the Wild and other books. A pioneer in the then-burgeoning world of commercial magazine fiction, he was one of the first Americans to make a lucrative career exclusively from writing.
From Wikipedia","The Call of the Wild is a novel by American writer Jack London. The plot concerns a previously domesticated and even somewhat pampered dog named Buck, whose primordial instincts return after a series of events finds him serving as a sled dog in the treacherous, frigid Yukon during the days of the 19th century Klondike Gold Rushes.
Published in 1903, The Call of the Wild is one of London's most-read books, and it is generally considered one of his best. Because the protagonist is a dog, it is sometimes classified as a juvenile novel, suitable for children, but it is dark in tone and contains numerous scenes of cruelty and violence.
From Wikipedia",25.0,9780689856747,0689856741
read,2008-01-12T21:07:59Z,6,0.0,吴敬梓,精装(无盘),554,吉林文史出版社,儒林外史,https://book.douban.com/subject/1206278/,,"《儒林外史》作者吴敬梓。《儒林外史》是我国清代一部杰出的现实主义的长篇讽刺小说，主要描写封建社会后期知识分子及官绅的活动和精神面貌。
　　鲁迅先生评为“如集诸碎锦，合为帖子，虽非巨幅，而时见珍异。”冯沅君、陆侃如合著的《中国文学史简编》认为“大醇小疵”。
　　全书故事情节虽没有一个主干，可是有一个中心贯穿其间，那就是反对科举制度和封建礼教的毒害，讽刺因热衷功名富贵而造成的极端虚伪、恶劣的社会风习。这样的思想内容，在当时无疑是有其重大的现实意义和教育意义。加上它那准确、生动、洗练的白话语言，栩栩如生的人物形象塑造，优美细腻的景物描写，出色的讽刺手法，艺术上也获得了巨大的成功。
　　当时，由于时代的局限，作者在书中虽然批判了黑暗的现实，却把理想寄托在“品学兼优”的士大夫身上，宣扬古礼古乐，看不到改变儒林和社会的真正出路，这是应该加以批判的。",24.00元,9787805289977,7805289972
read,2008-01-12T21:05:42Z,891,8.3,夏目漱石,,379,译林出版社,我是猫,https://book.douban.com/subject/1958115/,,我是猫，ISBN：9787805672298，作者：（日）夏目漱石著；于雷译,14.00,9787805672298,7805672296
read,2008-01-12T21:04:58Z,1519,8.9,[美] 杰克·伦敦,精装,356,译林出版社,海狼 野性的呼唤,https://book.douban.com/subject/1098641/,"杰克·伦敦（Jack London, 1875-1916）原名约翰·格利菲斯·伦敦（John Griffith London），生于美国旧金山，大约是一个占星术家的私生子，在一个既无固定职业亦无固定住所的家庭里长大。他十四岁小学毕业后在旧金山和奥克兰一带以各种方式求生，亦以养家。二十岁曾进加州大学读书，一学期后又因贫困辍学。1900年出版了第一个小说集《狼子》，立即誉满全国，那时他二十四岁。到1916年他年满四十时，已经出版了五十一部著作，是很高产的作家。他的作品独树一帜，充满筋肉暴突的生活和阳刚之气，最受男子汉的欢迎。有人说在他以前的美国小说大都是为姑娘们写的，而他的作品则属于全体读者，不但普通读者欢迎，就是大家闺秀们也喜欢放下窗帘关上大门偷偷去品味他那精力旺盛、气势逼人的作品。他在现代美国文学和世界文学里都享有崇高的地位。","《海狼》描写范·魏登因海难而为猎海豹船主海狼拉尔森所控，九死一生逃出险境的经历。海狼拉尔森“是一个返祖现象的极好例子，一个纯粹原始的人，是那种在人类演化出道德天性之前便来到人世的人”。这部小说反映19世纪末20世纪初误把达尔文进化论简单运用于人类社会的思潮。
《野性的呼唤》以一只狗的经历表现文明世界的狗在主人的逼迫下回到野蛮，写的是狗，也反映人的世界。",19.00元,9787806573327,7806573321
read,2008-01-12T21:04:23Z,100,8.3,杰克·伦敦,,236,上海译文出版社,铁蹄,https://book.douban.com/subject/1085032/,,"距今七百年后，“大同世界”（那是从全世界人民终于获得胜利的时候起始的）的第四世纪中，一个未来的考古学者发现了《埃弗哈德手稿》——就是本书。手稿的作者是爱薇丝埃弗哈德，美国社会党领袖安纳斯特埃弗哈德的出身高贵的妻子。它通过一个从富家小姐走上革命道路的女性的视角叙述了1912年到1932年这二十年间劳动人民对抗财阀阶级的斗争史，塑造了安纳斯特埃弗哈德这位出身工人阶级的革命领袖的光辉形象：细腻、残酷，骇人听闻而又激动人心。  
    作者通过幻想小说的形式，预言到美国财阀阶级的寡头政权（他称之为“铁蹄”）走向法西斯统治的必然发展道路，着重指出了所谓美国式民主的真相，至今看来仍不乏重要的启示意义。 《铁蹄》是世界文学史上最伟大的幻想小说之一，是杰克伦敦的杰出成就。",27.00元,9787532727612,7532727610
read,2008-01-12T21:03:02Z,4529,9.0,老舍,平装,1157,人民文学出版社,四世同堂（上下）,https://book.douban.com/subject/1073744/,,"这是一部中国现代长篇小说名著,是老舍先生正面描写抗日战争,揭露、控诉日本军国主义的残暴罪行，讴歌、弘扬中国人民伟大爱国精神的不朽之作。
作品以祁家四世同堂的生活为主线，辅以小羊圈胡同各色人等的荣辱浮沉、生死存亡，真实地记述了北平沦陷后的畸形世态，形象地描摹了日寇铁蹄下广大平民的悲惨遭遇、心灵震撼和反抗斗争，刻画出一系列栩栩如生的艺术形象，史诗般地展现了第二次世界大战期间，中国人民与世界人民一道反法西斯的伟大历程及生活画卷，可歌可泣，气度恢宏，读来令人荡气回肠，是一部感人的现实主义杰作。",49.00,9787020023318,7020023312
read,2008-01-12T21:01:33Z,15,7.9,艾米莉·勃朗特,,424,上海译文出版社,呼啸山庄,https://book.douban.com/subject/1910412/,,,5.9,9787532711796,753271179X
read,2008-01-12T20:58:39Z,240,8.6,麦加文,平装,255,中国友谊出版公司,昆虫,https://book.douban.com/subject/1084012/,乔治·C·麦加文，生理学博士，年津大学自然历史博物馆昆虫采集陈列馆助理馆长，牛津大学耶钱学院生物学和人类学讲师。发表过许多相关论文，作过许多演讲，主持过许多相关的广播、电视节目。著有《发现臭虫》、《北半球的昆虫》、《世界各地的臭虫》、《田野探险技：昆虫和其他陆生节肢动物》等多种专著，与S.J.辛普森合著《飞虫真面目》和《鱼饵昆虫》。他是项国皇家地理学会和坦桑尼亚野生动物协会会员。,"权威性的内容、清晰的照片以及系统的论述方式，使本书成为关于昆虫的颇具欣赏价值和使用价值的工具书。本书收录了550多种昆虫、蜂蛛和陆生节肢动物，配有600余幅彩色图片，在作者的精心编纂下，使读者能轻松地掌握识别各类昆虫、蜘蛛和其他陆生节肢动物的知识和技巧。
图鉴百科式的编辑方式：本书对收录的每一种昆虫的有准确的论述和说明，使其特征和特性跃然纸上。
阅读轻松容易：本书向昆虫爱好者介绍了书中收录的每种昆虫、蜘蛛和陆生节肢动物的重要特征、生态环境、自然分布情况等知识。书后附有简明扼要的名词解释。
《自然珍藏鉴丛书》内容详实、精确、生动地展现了奇妙的自然生态。每册都有栩栩如生的彩色照片和文字简洁、内容丰富的描述，装帧精美，使用方便，就像包罗万象的自然博物馆，是读者学习、了解各类动物、植物、矿物，以及天文、地理知识的理想读物。",39.00元,9787505715554,7505715550
read,2008-01-12T20:58:19Z,132,8.6,[英] 埃尔温·哈特利·爱德华兹(Elwyn Hartley Edwards); [英] 马修·沃德 摄影,精装,253,中国友谊出版公司,马,https://book.douban.com/subject/1084026/,埃尔温·哈特利·爱德华德华兹（Elwyn Hartley Edwards），英国马协会地区分会主席、残疾人骑马协会副主席、马和小型马保护协会副总监。曾任《骑马》杂志编辑达18年之久。著有《名马录》、《马和小型马品种的标准》、《骑师手册》等30多部关于马的专著。,《马:全世界100多种马匹的彩色图鉴》是《自然珍藏图鉴丛书》之一，译自英国多林·金德斯利出版社，译文由猫头鹰出版社提供。,39.00元,9787505713901,7505713906
read,2008-01-12T20:58:04Z,268,9.1,马克.卡沃丁,精装,254,中国友谊出版公司,鲸与海豚,https://book.douban.com/subject/1084011/,马克·卡沃尔廷，动物学家、作家、摄影家。1986起作为自由撰稿人，为世界自然野生物基金组织、联合国环境规划署、世界环境保护联盟工作。独自或合作著有30多部相关著作，制作了一系列相关的广播和电视节目。他是英国鲸豚保护协会等多个保护组织的顾问，并组织过多次世界各地的双鲸活动。,"《鲸与海豚:全世界79种鲸与海豚的彩色图鉴》是一本集全世界79种鲸与海豚体的彩色图鉴！内容详实、精确、生动地展现了奇妙的自然生态。每册都有栩栩如生的彩色照片和文字简洁、内容丰富的描述，装帧精美，使用方便，就像包罗万象的自然博物馆，是读者学习、了解鲸与海豚的理想读物。

　　权威性的内容、清晰的图片以及系统的论述方式，使本书成为关于鲸豚类动物的颇具欣赏价值和使用价值的工具书。本书收录了迄今为止境被观察到的或捕捞到的，或死之后被发现尸种的79种鲸豚类动物，配有900余幅彩色照片和图片，帮助读者掌握识别鲸豚类动物的知识和技巧。",39.00元,9787505715226,7505715224
read,2008-01-12T20:57:28Z,29,7.4,詹姆斯·M·麦克菲尔森 编,,476,中国友谊出版公司,总统的力量,https://book.douban.com/subject/2220585/,,"每一代的历史学家都将重新审视并修订前人的作品。本书由普立策奖获得者詹姆斯.M.麦克菲尔森编篡,齐集美国当代最出色的历史学家们共同撰写,并附带大量精美插图。书中的文章充满智慧,高屋建瓴,以新颖的视角来描写美国社会最精彩的人群——美国总统。

没有什么人比当今最有威望和写作最畅销书籍的历史学家来给美国总统撰写新的评价更合适的了。在美国声望显赫的历史学家协会的成员们，对历任美国最高领导人们作出了生动和有思想深度的分析。

透过这些总统，我们看到了这个年轻的国家是怎样穿越历史，从一群殖民地崛起为超级大国。
珍贵的图片展示了美国总统不为人知的轻忪幽默的一面。还有精彩而优美的历任总统就职演说，以及详细的每一届竞选资料。形象而准确地表现了美国的政治生活图画。 
总统们的花絮也不可错过。书中描写了一位美围总统在和他的夫人第一次约会的时候就求婚了；只有一位美国副总统经过选举成功当选。本书信息详实，有许多鲜为人知的史实，而且生动有趣。不愧为了解美国总统和美国历史政冶的最好渎本。",88.00元,9787505723603,750572360X
read,2008-01-11T19:12:32Z,335,7.8,[法]儒勒.凡尔纳,平装,233,中国青年出版社,环绕月球,https://book.douban.com/subject/1797579/,"儒勒·凡尔纳（Jules Verne，1828.2.8～1905.3.25）生于法国西部海港南特，他在构成市区一部分的劳阿尔河上的菲伊德岛生活学习到中学毕业。父亲是位颇为成功的律师，一心希望子承父业。但是凡尔纳自幼热爱海洋，向往远航探险。11岁时，他曾志愿上船当见习生，远航印度，结果被家人发现接回了家。为此凡尔纳挨了一顿狠揍，并躺在床上流着泪保证：“以后保证只躺在床上在幻想中旅行。”也许正是由于这一童年的经历，客观上促使凡尔纳一生驰骋于幻想之中，创作出如此众多的著名科幻作品。
18岁时，他遵父嘱，去巴黎攻读法律，可是他对法律毫无兴趣，却爱上了文学和戏剧。一次，凡尔纳自一场晚会早退，下楼时他忽然童心大发，沿楼梯扶手悠然滑下，不想正撞在一位胖绅士身上。凡尔纳非常尴尬，道歉之后随口询问对方吃饭没有，对方回答说刚吃过南特炒鸡蛋。凡尔纳听罢摇头，声称巴黎根本没有正宗的南特炒鸡蛋，因为他即南特人而且拿手此菜。胖绅士闻言大喜，诚邀凡尔纳登门献艺。二人友谊从此开始，并一度合写戏剧，为凡尔纳走上创作之路创造了有利条件。这位胖绅士的名字是大仲马。毕业后，他更是一门心思投入诗歌和戏剧的创作，为此不仅受到父亲的严厉训斥，并失去了父亲的经济资助。他不得不在贫困中奋斗，以读书为乐。他十分欣赏雨果、巴尔扎克、大仲马和英国的莎士比亚。在巴黎，他创作了20个剧本（未出版）和一些充满浪漫激情的诗歌。
后来，凡尔纳与大仲马合作创作了剧本《折断的麦秆》并得以上演，这标志着凡尔纳在文学界取得了初步的成功。在继续创作的过程中，凡尔纳感到文学创作似乎缺乏出路，而且他发现当时文坛上的人都在找出路，都在试图把其他领域的知识融进戏剧。比如大仲马是将历史学融进文学，而巴尔扎克则把社会伦理学融进文学……这时凡尔纳发现，只剩下地理学还没有被开发。
于是凡尔纳利用一年的时间进行试验，创作出《冰川上面过冬》等作品，但未发表。
1856年，凡尔纳乘火车来到北部城市亚眠，遇到一名带着两个孩子的漂亮寡妇，一见钟情并求婚，继而结婚。接着凡尔纳搬家过去，从此开始认真创作。其时29岁。
凡尔纳创作出《气球上的五星期》后，16家出版社无人理睬，愤然投入火中，被妻子抢救出来，送入第17家出版社后被出版。赏识此书的编辑叫赫茨尔，从此凡尔纳遇到了知音，与之结下终身友谊。黑格尔与凡尔纳签订合同，一年为其出版两本科幻小说。
《气球上的五星期》出版之后，凡尔纳的创作进入了一个多方面的探索时期，他试验多种写法，朝多种方向进行探索，一发不可收拾。每年出版两本，总标题为《奇异的旅行》，包括《地心游记》《从地球到月球》《环绕月球》《海底两万里》《神秘岛》等等，囊括了陆地、海洋和天空……此后探索停止，开始成熟，进入平稳的发展时期，创作出《80天环绕地球》《太阳系历险记》《两年假期》等优秀作品。随着声望的增高，凡尔纳的财富也在迅速增长。
凡尔纳的晚年不是十分幸福，创作减少并进入衰弱期，其《卡尔巴阡的古堡》有一定的自传性，表现了生活中隐秘的侧面。
1905年3月17日凡尔纳出现偏瘫，24日失去知觉，25日晨8:00去世。
1905年3月28日大出殡，全世界纷纷电唁，悼念这位伟大的科幻作家。
凡尔纳的故事生动幽默，妙语横生，又能激发人们尤其是青少年热爱科学、向往探险的热情，所以一百多年来，一直受到世界各地读者的欢迎。据联合国教科文组织的资料表明，凡尔纳是世界上被翻译的作品最多的十大名家之一。
凡尔纳是一个非常优秀的通俗小说作家，有一种能够把自己的幻觉变得能够触摸的本领，其感觉是全方位的，从平淡的文学中传达出某种人类的热情。但凡尔纳的小说中人物除了少数几个外都是一模一样的，他似乎塑造不出更重要的人物，人物都是脸谱化的简单的好人坏人，没有什么心理活动；从其作品人物性别单一化上还可看出他对女人的偏见，隐隐流露出深受其苦的心态。此外凡尔纳的作品中充满了明显的社会倾向，是一个爱国者（法国人最好）、民族解放主义者（支持被压迫民族斗争），在某种程度上是一个无政府主义者（从某些作品中表现出无秩序者），最后还是一个银河帝国主义者（有缔造宇宙帝国的欲望）。
凡尔纳的作品里充满了知识，但他本人却是一名宇宙神秘主义者，对世界有一种神秘的崇拜。在他的小说中，有时候思考问题不够深刻，主题也常常重复。
但总的来说，凡尔纳的尝试仍然是伟大的。他写的虽然都是平凡小事，但读后仍使我们激动不已。正如1884年教皇在接见他时曾说：“我并不是不知道您的作品的科学价值，但我最珍重的却是它们的纯洁、道德价值和精神力量。”
儒勒·凡尔纳作品集
《八十天环游地球》 《海底两万里》 《格兰特船长的儿女》
《环绕月球》 《神秘岛》 《世界主宰者》
《米歇尔·斯特罗哥夫》 《气球上的五星期》 《空中历险记》
《墨西哥的“幽灵”》 《佐奇瑞大师》 《牛博士》
《一个在冰雪中度过的冬天》 《征服者罗比尔》 《两年假期》
《从地球到月球》 《八十天环绕地球》 《奥兰情游》
《升D先生和降E小姐》 《隐身新娘》 《昂梯菲尔奇遇记》
《大海入侵》 《烽火岛》 《太阳系历险记》
《巴尔萨克考察队的惊险遭遇》 《哈特拉斯船长历险记》 《大木筏》
《喀尔巴阡古堡》 《金火山》 《鲁滨逊叔叔》
《多瑙河领航员》 《鲁滨逊学校》 《马丁·帕兹》
《旅行基金》 《漂逝的半岛》 《桑道夫伯爵》
《黑印度》 《南非洲历险记》 《突破封锁》
《沙皇的邮件》 《印度贵妇的五亿法郎》 《小把戏》
《迎着三色旗》",本书是《从地球到月球》的续集。巴比康、尼却尔和米歇尔·阿当于186×年12月1日乘巴尔的摩大炮俱乐部发射的炮弹，到月球去探险，由于途中遇见一颗在太空游荡的火流星，它的引力使炮弹逸出轨道，无法抵达月球。三位旅行家对自己的危险处境置之度外，却仔细观测月球的面貌，并作了笔记。他们乘坐的炮弹因本身的速度太大，最后飞往月球和地球引力相等的死寂点的另一边，向地球降落，坠入太平洋。三位旅行家被救，并受到美国人民的热烈欢迎。,6.80元,9787500609704,7500609701
read,2008-01-11T19:12:24Z,167,8.0,(法)儒勒.凡尔纳,平装,405,中国青年出版社,漂逝的半岛,https://book.douban.com/subject/1276542/,,"内容提要
哈德孙湾皮毛公司的一支分遣队受命到北纬七十度以北的美洲大
陆边界地区创建一个新商站，由于意外的原因，他们误把商站建在附着
在大陆边缘的一块巨大的浮冰上。后来，在一次地震中，冰与陆地脱
离，变成了一座浮岛，冰原解冻后载着岛上的全体居民随海水漂移，并
在阳光和暖流的双重作用下渐渐融化。在这种情况下，全体队员团结
一致，凭着巨大的勇气和聪明才智，终于使浮冰在即将完全融化的前夕
靠上了阿留申群岛中的一个小岛，分遣队的人员得以死里逃生。
书中还用重墨描叙介绍了充满神秘色彩的极地风貌，土著习俗，珍
禽异兽，读来别有趣味。
",11.20,9787500600374,7500600372
